sentence_id,text
468,その前に最近部屋を模様替えしましたので、どうですか。
469,では早速、一つ目の建物からスケッチしていきます。
470,ちなみに少しだけスケッチの解説をすると、この建物は2点透視法と呼ばれる方法で描いています。
471,今回は左上から光が当たっているのでそこを意識して塗ります。
472,ダメなところはたくさんあるのですが、一番の原因は選ぶ色が適していなかったですね。
473,PDCAサイクル的なやつですかね。
474,影を表す少し濃い色を全面に塗ってしまいました。
475,国民性か何かでちょっと控えめな建物が多い気がします。
476,はい次でラストです。
477,はい、そんな感じでページ全体を建物で埋め尽くすことができました。
478,世界一でけえ作るのに何時間かかるの?
479,レゴというのはブロックプラスチック性のおもちゃのことですね。
480,ピース数は9090。
481,これを買うのに難しかったのが世界一大きいとか世界一難しいレゴの商品何かと調べた時これ以外にも候補に上がるレゴのおもちゃいっぱいあるんですよ。
482,で、次のこうベゴのエッフェルトありました。
483,これ9万5000円ですわ。
484,これなんか33部作っすね。
485,ネクストペジちょっとマジで言っていい?
486,ひょっとしてあっちの1番も同じ1番ってことか。
487,いや、こんなこと言ってる場合じゃどんどん進めていきましょう。
488,なんかそれっぽいわ。
489,ゴキブりみたいなパツできた。
490,気づいたら2時間すね。
491,もう[音楽][音楽]あさ、さっきのぶん投げた棒ごめん。
492,照明のしがないんですけれども、もう絶対絶対入んないんですよ。
493,てかこれ多分線内ですね。
494,ちょっとね、この外装はすっきりしてるんですけども、中がやばすぎて、もうすごいの。
495,ちょっと寝れました。
496,もう28番とかまで来たんでし走り続けるよ。
497,ありがとうございます。
498,いや、10時間やって、でも1/3はできて、今真ん中の方も割と順調に進んでいますね。
499,2/3完成しました。
500,もうね、なんか精神的におかしくなるっすね、これ1人で作るともうちょい頑張ります。
501,根性で[音楽]頑張ってはい。
502,もうおはきとかでもいいです。
503,20時間では完成は無理。
504,マジで上から見るとこういうちょっとしたなんか船のスタッフが乗る場所とかこういうなんか扉みたいなやつとか。
505,これ持っていいんかな?
506,ちょっとパッと見大きいのはもちろんすごいんですけれども、これね、何がすごいかって、中も全部作られてることなんですよ。
507,こういうの表現したりと、もうすごすぎました。
508,余計なことしなきゃよかった。
509,本当に全てがこっち側も同じって感じですね。
510,え、中見せたいんだけど、どうやってなんとか切り離してみるか。
511,ちょっと見せられそうかも。
512,だから仕事の中断とか割り込みなんかなんかやってる時に他の仕事が入ってくるって割り込みとあとは疲れのマネジメントができてないそうなのとあとは記憶に頼りすぎ。
513,よくね、あの、仕事にミスが多いんですけどみたいな。
514,達ミスとかそう解釈のずれがあったとか例えばじゃうっかり系のミスだったらチェックリストと割り込み対策で一気に直せるわけですね。
515,まあまあかかるんですよ。
516,そうだから、ま、やり方としては、あの、予告付き中段ってのがおすすめです。
517,どこまでやったっけって戻るのが1番脳にダメージを与えちゃうんで。
518,あとはあの記憶に頼る仕事の仕方をやめるのが結構おすすめです。
519,あとはね、学び方を変えるのもいいですね。
520,開発防止にもつがるし、次に似た状況になったらどうするかってことが脳が学べるんで、結構これはいいやり方ですね。
521,で、これ以外でも、ま、仕事のミスを減らすだけじゃなくて、もっと容量よく仕事したいんだよねとかって方はデラブで容量を良くするための方法とか、あとは、ま、仕事とかでもやっぱ練習が必要な仕事ってありますね。
522,で、3つ目、3つ目が、ま、これ当たりですけど、金利とか税制とかですね、買う時にかかる摩擦。
523,引にいろんな手数料とか税金が、え、かかるわけなんですよね。
524,なんでかって言うと買った後値段が下がってくから。
525,多分イギリスがヨーロッパだと古い家の方が高いって現象とかあったりとかあのするんですよね。
526,プライトレントって言うんですけど、これよく世界中のそういう分析で使われるあの比率ですね。
527,住みやすいイコる家賃が安い、家賃が安いところでわざわざ高いあの家を買うほどバカなことはないですからね。
528,あとは金利リスクですね。
529,私でも婚活しようと思ってたんですけど、なかなかいい男が見つからないから、とりあえず家を買いましたみたいな女とかいるけど意味がねえからな、そんな女。
530,住宅って結局売れないんで。
531,ま、日本は特に建物の値段はほぼただみたいなもんになっちゃうんで、あの、値段が落ちやすいんで。
532,これは1その瞬間ゲームオーバー。
533,最終目標はエンダードラゴン討伐クリアできるのでしょうか?
534,やっと満腹度全部なくなった。
535,どんどん体力減ってるからギリギリまでよし、ハート半分まで削れた。
536,よし、十分に集まったが雪ブロックとしてクラフトしてこれでやっと足場増やせるわやばい。
537,しかもアイテム持ってスポスポーンしてくれてるじゃん。
538,毎回落ちた時全ロスだったから。
539,水を対局に置けば無限水源が作れると。
540,これでもう水には困らなくなったね。
541,このイラストはラインスタンプとしても販売中。
542,エメラルドゲットするためには紙が必要なのか。
543,マイクラはチャンクごとに計算が行われているためこのチャンクだけで1秒あたり9800万文字が処理されることになります。
544,火だと燃えちゃうから石か。
545,丸石製造機も作っちゃおう。
546,歪んだ森の上に足場作ったらエンダーマンが湧くから借りまくろう。
547,おはようございます、はる先生。
548,富士山が爆発するかもしれないというニュースですね。
549,まぁ、私がその東日本大震災で被災した時は、2011年だから、高校生でしたね。
550,すごく強い地震が来て、「うわ、地震だ」と思ったんですよね。
551,そしたら、スタッフさん、店員さんが「逃げてください」って言って、この私の手を引っ張って、外に出してくれたんですね。
552,ま、もちろん今東北は全然安全だし、東北のものをもちろん食べても大丈夫ですし、私たちも旅行に行ったり、ご飯食べたりは全然してますけど、まあ、まだまだ・・・2011年だから、もう十年前ですね。
553,まあね、地震が来た時は、正直もう私たちは慣れてるので、すごく大きい地震じゃない限りは普通の生活。
554,まあ、でもね、今までに経験したこともない地震が起こってしまったり、大きい津波が来てしまうと、やっぱり怖いものはありますけど。
555,なので、正直どうしようもないですね。
556,自分の家がもしマンションだった場合、エレベターが動かなくなるので、階段がどこにあるのかっていうのをしっかり把握しておく。
557,もう災害は仕方ないね。
558,台風が来たら、外に出ない。
559,ぜひ、良かったらねコメントとかで教えてくださいね。
560,はい、ではみなさん、今年もよろしくお願いします。
561,ランク47なんですよ、あれ。
562,これお尻ですね、やっぱ。
563,これお尻っていうね、これね。
564,あ、お尻仲間でもいいのか?
565,一緒にやって倒して勝って終わりっていうその最高なシチュエーションで終わろうか。
566,太陽のローラーってことは同じやつかな?
567,水色とかピンクとかこの緑のやべ、薄い色が好きでやばいよ。
568,最後なんかお尻君と仲間になってあ、いるいるいるれる。
